Descrição da Solicitação,Propriedade,Arquivos e mídia,Bloqueio,Comentário uMode,Criado em,Criado por,Criticidade,Data da Solicitação,Data de Conclusão,Data de Previsão de Entrega,Etapa,Files & media,Fórmula,Horas - Recurso Específico,Horas de Demanda,ID,Key Account/Responsável,Nível de Esforço,Observações,Prioridade,Projeto,Quem solicitou?,RFI,Responsabilidade,Suporte Integração,Task,Tempo de Resolução,Texto,Tipo de Demanda,Total de Horas,uMode - Macro Tema,Área Responsável,Última edição,👥 Clientes
Enviar email semanal com as demandas “uMode & Osklen news”,Concluída,,,,27 de outubro de 2025 17:02,Julianne Rodrigues,,17/10/2025,30 de outubro de 2025,,Demanda Concluída,,,,1,UMD-721,Julianne Rodrigues,,,,[OSKLEN] - uFlow  (https://app.notion.com/p/OSKLEN-uFlow-276b1d38e76880d2b250dd2abb2bc919?pvs=21),Ana,,Demanda com uMode,,,,,Configuração,,,KA,16 de abril de 2026 13:52,Osklen (https://app.notion.com/p/Osklen-6463bb11ee3841b8b948d18b5a71b4d7?pvs=21)
Aprovações e organização da estampa LOCALIZADA,Concluída,,,,27 de outubro de 2025 17:09,Julianne Rodrigues,,16/10/2025,,,Demanda Concluída,,,,,UMD-722,,,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Gabi,,Demanda Pendente do Cliente,,,,,Configuração,,,KA,3 de fevereiro de 2026 14:07,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Visualização de campos de aprovação de ESTAMPAS,Concluída,,,,27 de outubro de 2025 17:11,Julianne Rodrigues,,03/10/2025,7 de novembro de 2025,,Demanda Concluída,,,,1,UMD-723,Julianne Rodrigues,,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Gabi,,Demanda com uMode,,,,,Configuração,,aprovação,,3 de fevereiro de 2026 14:07,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Ajuste Perfil e Permissionamento - Time Comercial,Concluída,,,,28 de outubro de 2025 08:51,Laura Delgado,,28/10/2025,,,Demanda Concluída,,,,,UMD-724,"Laura Delgado, Andrea Holmer",,,,,Fabi,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
Organizar cards de forma que o usuário priorize o que deseja na 1ª linha do workflow,Concluída,,,,28 de outubro de 2025 10:58,Julianne Rodrigues,,,,17 de novembro de 2025,Demanda Concluída,,,,,UMD-725,"Julianne Rodrigues, Pedro Murillo",,,3," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Mariana,,Demanda com uMode,,,,,Melhoria / Desenvolvimento,,workflow,PRODUTO,3 de fevereiro de 2026 14:07,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
"Usuário da BAW enviou convite de acesso, retirar permissão para tal atividade",Concluída,,,,28 de outubro de 2025 11:14,Laura Delgado,,28/10/2025,30 de outubro de 2025,,Demanda Concluída,,,,,UMD-726,"Laura Delgado, Andrea Holmer",,,,,Mariane,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,Baw (https://app.notion.com/p/Baw-6c36c6a40d904f2fb65ebc1f09933ad4?pvs=21)
Cadastrar Pacote de Materiais,Concluída,Sem%20t%C3%ADtulo/PACOTE_DE_MATERIAS_-_LOFTY_STYLE_10.10.xlsx,,,28 de outubro de 2025 19:07,Laura Delgado,,28/10/2025,7 de novembro de 2025,,Demanda Concluída,,,,,UMD-727,"Laura Delgado, Andrea Holmer",,,,"📌 [LOFTY] - ONBOARDING FASE 1
 (https://app.notion.com/p/LOFTY-ONBOARDING-FASE-1-263b1d38e768803d9e60d7b141be090d?pvs=21)",Gabriela e Gustavo,,Demanda com uMode,,,,,Suporte,,pacote de materiais,OPERAÇÃO,3 de fevereiro de 2026 14:07,Lofty Style (https://app.notion.com/p/Lofty-Style-293c8829d81c44d9ab8360ae66d24aab?pvs=21)
Ajustar acesso do Perfil LB - Admin,Concluída,,,,28 de outubro de 2025 19:46,Laura Delgado,,28/10/2025,,,Demanda Concluída,,,,,UMD-728,"Laura Delgado, Andrea Holmer",,,,,Gustavo,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Adicionar campo custom ‘PREÇO FECHADO’,Concluída,,,,30 de outubro de 2025 09:40,Pedro Murillo,,16/10/2025,29 de outubro de 2025,,Demanda Concluída,,,,,UMD-729,"Pedro Murillo, Julianne Rodrigues",,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Vanessa Rinaldi (em conjunto com time da Lenny),,Demanda Pendente do Cliente,,,,,Configuração,,,,3 de fevereiro de 2026 14:07,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Criar uma categoria de imagem,Concluída,,,,30 de outubro de 2025 09:44,Pedro Murillo,,16/10/2025,,,Demanda Concluída,,,,,UMD-730,"Pedro Murillo, Julianne Rodrigues",,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Vanessa (em conjunto com time Lenny),,Demanda Pendente do Cliente,,,,,Configuração,,,,3 de fevereiro de 2026 14:07,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Tirar botão “excluir” para todos os perfis,Concluída,,,,30 de outubro de 2025 09:46,Pedro Murillo,,16/10/2025,,,Demanda Concluída,,,,,UMD-732,"Pedro Murillo, Julianne Rodrigues",,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Vanessa (em conjunto com o time Lenny),,Demanda Pendente do Cliente,,,,,Configuração,,,,3 de fevereiro de 2026 14:07,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Alterar status quando duplicar um produto,Concluída,,,,30 de outubro de 2025 09:48,Pedro Murillo,,16/10/2025,,,Demanda Concluída,,,,,UMD-733,"Pedro Murillo, Julianne Rodrigues",,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Vanessa (em conjunto com time da Lenny),,Demanda Pendente do Cliente,,,,,Configuração,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
📄 Revisar integração de Leitura de Materiais. Tirar filtro de coleções,Concluída,,,Integração de Leitura,30 de outubro de 2025 13:55,Marina Santoro,,30/10/2025   (BRT),,,Demanda Concluída,,,,,UMD-734,,,,,"Reonboarding [NV]
 (https://app.notion.com/p/Reonboarding-NV-26ab1d38e76880b2a64ac6cfd025566c?pvs=21)",,NV | RFI : Escopo - Alteração Integração (https://app.notion.com/p/NV-RFI-Escopo-Altera-o-Integra-o-2b2b1d38e7688049b804e9a918b762a4?pvs=21),Demanda com uMode,,,,,Integração,,,TECH,18 de maio de 2026 11:25,NV (https://app.notion.com/p/NV-c03ae4eca8ff4260a889b660803b4e26?pvs=21)
"Ajustar marcas no Relat Exportação Engenharia ",Nível de Análise,,,,30 de outubro de 2025 14:27,Andrea Holmer,,,,,Análise uMode,Sem%20t%C3%ADtulo/WhatsApp_Video_2025-09-03_at_16.57.23.mp4,,,,UMD-735,Fernanda Araujo,,,,,Raquel,,Demanda com uMode,,,,,Suporte,,,OPERAÇÃO,24 de março de 2026 08:34,Reserva (https://app.notion.com/p/Reserva-1be195276d794e1d98a35cddd9d2a508?pvs=21)
Importar Cadastro de Produtos,Concluída,"Sem%20t%C3%ADtulo/CARGA_PRODUTOS_uMODE.xlsx, Sem%20t%C3%ADtulo/CARGA_PRODUTOS_uMODE_v.2.xlsx, Sem%20t%C3%ADtulo/CARGA_PRODUTOS_uMODE_v.3.xlsx",,,30 de outubro de 2025 17:58,Laura Delgado,,30/10/2025,7 de novembro de 2025,,Demanda Concluída,,,,,UMD-736,"Laura Delgado, Andrea Holmer",,,,,Gustavo / Gabi,,Demanda com uMode,,,,,Suporte,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,Lofty Style (https://app.notion.com/p/Lofty-Style-293c8829d81c44d9ab8360ae66d24aab?pvs=21)
Erro ao adicionar aviamento,Concluída,,,,31 de outubro de 2025 09:48,Ana Paula Ramos,,,,,Demanda Concluída,,,,,UMD-740,"Julianne Rodrigues, Pedro Murillo",,,,[VIX] -uFlow (https://app.notion.com/p/VIX-uFlow-277b1d38e76880f990ced3538db95d93?pvs=21),Francisca,,Demanda com uMode,,,,,Erro/ Bug,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,VIX (https://app.notion.com/p/VIX-70a10ec2756f4842a04cb12675a09d22?pvs=21)
Erro ou falta atualização: opção do campo Família não aparece na view e ao filtrar algumas Referências  dos tecidos ou aviamentos também não aparece,Concluída,,,,31 de outubro de 2025 10:20,Julianne Rodrigues,,31/10/2025,,,Demanda Concluída,,,,,UMD-742,,,,1,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Kemelly,,Demanda com uMode,,,,,Suporte,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Configurar o perfil de acesso fornecedores: custom/griffe: NK FORNECEDOR  (NKF),Concluída,,,,31 de outubro de 2025 10:29,Julianne Rodrigues,Média,31/10/2025,,17 de novembro de 2025,Demanda Concluída,,,,,UMD-743,Julianne Rodrigues,,,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Cris,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
📄 Criar campo FASE ATACADO,Concluída,,,,31 de outubro de 2025 11:45,Vanessa Rinaldi,,,,,Demanda Concluída,,,,,UMD-748,,,,,"Reonboarding [NV]
 (https://app.notion.com/p/Reonboarding-NV-26ab1d38e76880b2a64ac6cfd025566c?pvs=21)",,,Demanda com uMode,,,,,,,,,18 de maio de 2026 11:11,NV (https://app.notion.com/p/NV-c03ae4eca8ff4260a889b660803b4e26?pvs=21)
Ajustes de Relatórios,Encerrada,,,,31 de outubro de 2025 11:56,Laura Delgado,,31/10/2025,,,Demanda Cancelada,,,,,UMD-749,"Laura Delgado, Andrea Holmer",,Fila de relatórios - Ainda sem previsão,,,Mari,,Demanda com uMode,,,,,Relatório,,,TECH,16 de março de 2026 15:14,Baw (https://app.notion.com/p/Baw-6c36c6a40d904f2fb65ebc1f09933ad4?pvs=21)
Concatenar os campos para criar Descrição do Produto,Demanda Aceita,,,,31 de outubro de 2025 17:34,Laura Delgado,,14/11/2025,,,Em Validação - Cliente,,,,,UMD-751,"Laura Delgado, Andrea Holmer",,Ainda em validação com o cliente.,,,Ari/Angelica,,Demanda Pendente do Cliente,,,,,Configuração,,,OPERAÇÃO,3 de março de 2026 10:52,Highstil (https://app.notion.com/p/Highstil-c856575a8bb74628aeca8c8f9f8fcf1b?pvs=21)
Definir regra para o campo Padronagem,Não iniciada,,,,31 de outubro de 2025 17:40,Laura Delgado,,31/10/2025,,,Backlog,,,,,UMD-752,"Laura Delgado, Andrea Holmer",,"Aguardando definição do Cliente ",,,Ari/Angelica,,Demanda Pendente do Cliente,,,,,Configuração,,,OPERAÇÃO,3 de fevereiro de 2026 14:03,Highstil (https://app.notion.com/p/Highstil-c856575a8bb74628aeca8c8f9f8fcf1b?pvs=21)
Cores duplicadas,Não iniciada,,,,3 de novembro de 2025 11:14,Ana Paula Ramos,,,,,Backlog,,,,,UMD-753,,,,,"Gestão de Coleção [NV]
 (https://app.notion.com/p/Gest-o-de-Cole-o-NV-25eb1d38e7688051a72ff04eb7dc0c0f?pvs=21)",Thais,,Demanda com uMode,,,,,,,,,3 de fevereiro de 2026 14:03,NV (https://app.notion.com/p/NV-c03ae4eca8ff4260a889b660803b4e26?pvs=21)
Desativar relatórios,Concluída,,,,3 de novembro de 2025 16:09,Laura Delgado,,,,,Demanda Concluída,,,,,UMD-755,"Laura Delgado, Andrea Holmer",,,,,Mari,,Demanda com uMode,,,,,Relatório,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,Baw (https://app.notion.com/p/Baw-6c36c6a40d904f2fb65ebc1f09933ad4?pvs=21)
Incluir trava/bloqueio da grade quando produto tem código Linx,Concluída,,,,4 de novembro de 2025 16:57,Marina Santoro,,04/11/2025,,,Demanda Concluída,,,,,UMD-756,,,,,"📌 [LOFTY] - ONBOARDING FASE 1
 (https://app.notion.com/p/LOFTY-ONBOARDING-FASE-1-263b1d38e768803d9e60d7b141be090d?pvs=21)",Gustavo,,Demanda com uMode,,,,,Configuração,,,,3 de fevereiro de 2026 14:07,Lofty Style (https://app.notion.com/p/Lofty-Style-293c8829d81c44d9ab8360ae66d24aab?pvs=21)
Liberar botão “Liberado para Integrar” para usuarias chave,Concluída,,,,4 de novembro de 2025 17:51,Marina Santoro,,,,,Demanda Concluída,,,,,UMD-757,,,,,,Gabriela,,Demanda com uMode,,,,,Integração,,,,27 de abril de 2026 13:38,Lofty Style (https://app.notion.com/p/Lofty-Style-293c8829d81c44d9ab8360ae66d24aab?pvs=21)
"Incluir trava/bloqueio de variante quando produto tem código Linx ",Concluída,,,,6 de novembro de 2025 10:36,Marina Santoro,Alta,06/11/2025,,,Demanda Concluída,,,,,UMD-759,"Laura Delgado, Andrea Holmer",Baixo,,,"📌 [LOFTY] - ONBOARDING FASE 1
 (https://app.notion.com/p/LOFTY-ONBOARDING-FASE-1-263b1d38e768803d9e60d7b141be090d?pvs=21)",Gustavo,,Demanda com uMode,,,,,Integração,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,Lofty Style (https://app.notion.com/p/Lofty-Style-293c8829d81c44d9ab8360ae66d24aab?pvs=21)
Materiais: alterar campo da largura do tecido,Concluída,,,,6 de novembro de 2025 11:05,Marina Santoro,,12/06/2025,,,Demanda Concluída,,,,,UMD-760,Julianne Rodrigues,,,7,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Bruna,NK STORE | RFI : Escopo - Alteração Integração (https://app.notion.com/p/NK-STORE-RFI-Escopo-Altera-o-Integra-o-24fb1d38e7688054baa5cf30f7a4f6df?pvs=21),Demanda com uMode,,,,,Integração,,,,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
3 - Materiais: custo de coenizados,Concluída,,,Aguardando atuação,6 de novembro de 2025 11:06,Marina Santoro,,13/08/2025,,,Demanda Concluída,,,,,UMD-761,Julianne Rodrigues,,,8,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Cristina,NK STORE | RFI : Escopo - Alteração Integração (https://app.notion.com/p/NK-STORE-RFI-Escopo-Altera-o-Integra-o-24fb1d38e7688054baa5cf30f7a4f6df?pvs=21),Demanda com uMode,,,,,Integração,,,TECH,8 de maio de 2026 10:50,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Ficha Técnica: incluir campo de percentual de consumo,Concluída,,,,6 de novembro de 2025 11:07,Marina Santoro,,13/08/2025,,,Demanda Concluída,,,,,UMD-762,Julianne Rodrigues,,,9,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Hermes,NK STORE | RFI : Escopo - Alteração Integração (https://app.notion.com/p/NK-STORE-RFI-Escopo-Altera-o-Integra-o-24fb1d38e7688054baa5cf30f7a4f6df?pvs=21),Demanda com uMode,,,,,Integração,,,,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Ficha Técnica: incluir campo de material principal,Concluída,,,,6 de novembro de 2025 11:07,Marina Santoro,,13/08/2025,,,Demanda Concluída,,,,,UMD-763,Julianne Rodrigues,,,4,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Hermes,NK STORE | RFI : Escopo - Alteração Integração (https://app.notion.com/p/NK-STORE-RFI-Escopo-Altera-o-Integra-o-24fb1d38e7688054baa5cf30f7a4f6df?pvs=21),Demanda com uMode,,,,,Integração,,,,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Criação de referência de produto,Concluída,,,,6 de novembro de 2025 11:07,Marina Santoro,,29/07/2025,,,Demanda Concluída,,,,,UMD-764,Julianne Rodrigues,,,3,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Hermes,NK STORE | RFI : Escopo - Alteração Integração (https://app.notion.com/p/NK-STORE-RFI-Escopo-Altera-o-Integra-o-24fb1d38e7688054baa5cf30f7a4f6df?pvs=21),Demanda com uMode,,,,,Integração,,,,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
1- Rota - Custo Costura,Concluída,,,[2] Na fila - após “Tabela de Medidas”,6 de novembro de 2025 11:07,Marina Santoro,,13/08/2025,,,Demanda Concluída,,,,,UMD-765,Julianne Rodrigues,,,1,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Andressa,NK STORE | RFI : Escopo - Alteração Integração (https://app.notion.com/p/NK-STORE-RFI-Escopo-Altera-o-Integra-o-24fb1d38e7688054baa5cf30f7a4f6df?pvs=21),Demanda com uMode,,,,,Integração,,,TECH,8 de maio de 2026 10:50,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Alterar cálculo do PRECO 04 com IPI quando TIPO = COURO,Concluída,,,,6 de novembro de 2025 11:08,Marina Santoro,,13/08/2025,,,Demanda Concluída,,,,,UMD-766,Julianne Rodrigues,,,6,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Cristina,NK STORE | RFI : Escopo - Alteração Integração (https://app.notion.com/p/NK-STORE-RFI-Escopo-Altera-o-Integra-o-24fb1d38e7688054baa5cf30f7a4f6df?pvs=21),Demanda Pendente do Cliente,,,,,Integração,,,TECH,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Integração - Tabela de medidas,Concluída,,,[1] Validando em produção,6 de novembro de 2025 11:08,Marina Santoro,,13/08/2025,,,Demanda Concluída,,,,,UMD-767,Julianne Rodrigues,,,5,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Nathalia,NK STORE | RFI : Escopo - Alteração Integração (https://app.notion.com/p/NK-STORE-RFI-Escopo-Altera-o-Integra-o-24fb1d38e7688054baa5cf30f7a4f6df?pvs=21),Demanda com uMode,,,,,Integração,,,TECH,13 de março de 2026 11:23,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Ficha Técnica: limitar a 1 material com a flag de material principal,Concluída,,,,6 de novembro de 2025 11:09,Marina Santoro,,13/08/2025,,,Demanda Concluída,,,,,UMD-768,Julianne Rodrigues,,,1,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Hermes,NK STORE | RFI : Escopo - Alteração Integração (Parte 2) (https://app.notion.com/p/NK-STORE-RFI-Escopo-Altera-o-Integra-o-Parte-2-271b1d38e76880fa9001cc33ee428442?pvs=21),Demanda com uMode,,,,,Integração,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Mensagem do Linx: Recalcular as ordens de produção em andamento,Concluída,,,Marina: pendente,6 de novembro de 2025 11:09,Marina Santoro,,17/09/2025,,,Demanda Concluída,,,,,UMD-769,Julianne Rodrigues,,,2,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Andressa,NK STORE | RFI : Escopo - Alteração Integração (Parte 2 - Mensageria)  (https://app.notion.com/p/NK-STORE-RFI-Escopo-Altera-o-Integra-o-Parte-2-Mensageria-311b1d38e7688000821aeb465fc42793?pvs=21),Demanda Pendente do Cliente,,,,,Integração,,,TECH,8 de maio de 2026 10:39,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Atualizar campo INATIVO da tabela PRODUTO_COR quando a variante for cancelada,Concluída,,,[4] Na fila - após “Rota - Demais Custos”,6 de novembro de 2025 11:09,Marina Santoro,,13/08/2025,,,Demanda Concluída,,,,,UMD-770,Julianne Rodrigues,,,3,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Nathalia,NK STORE | RFI : Escopo - Alteração Integração (Parte 2) (https://app.notion.com/p/NK-STORE-RFI-Escopo-Altera-o-Integra-o-Parte-2-271b1d38e76880fa9001cc33ee428442?pvs=21),Demanda com uMode,,,,,Integração,,,TECH,8 de maio de 2026 10:50,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
2 - Rota - Demais Custos,Concluída,,,[3] Na fila - após “Rota - Custo Costura”,6 de novembro de 2025 11:11,Marina Santoro,,13/08/2025,,,Demanda Concluída,,,,,UMD-771,Julianne Rodrigues,,,2,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Andressa,NK STORE | RFI : Escopo - Alteração Integração (https://app.notion.com/p/NK-STORE-RFI-Escopo-Altera-o-Integra-o-24fb1d38e7688054baa5cf30f7a4f6df?pvs=21),Demanda com uMode,,,,,Integração,,,TECH,8 de maio de 2026 10:50,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Campos descritivo marketing: inclusão de opção em lista e ajuste de hierarquia,Concluída,,,,6 de novembro de 2025 14:44,Julianne Rodrigues,,,,,Demanda Concluída,,,,,UMD-772,"Julianne Rodrigues, Pedro Murillo",,,,[VIX] -uFlow (https://app.notion.com/p/VIX-uFlow-277b1d38e76880f990ced3538db95d93?pvs=21),Luana Henriques,,Demanda com uMode,,,,,Configuração,,,KA,3 de fevereiro de 2026 14:07,VIX (https://app.notion.com/p/VIX-70a10ec2756f4842a04cb12675a09d22?pvs=21)
"
O subgrupo das Calças não está sendo preenchido automaticamente como nos tops, maiôs e saídas - ajustar conforme planilha de campos ",Concluída,,,,6 de novembro de 2025 15:14,Julianne Rodrigues,,04/11/2025,,14 de novembro de 2025,Demanda Concluída,,,,,UMD-773,,,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Mariana,,Demanda Pendente do Cliente,,,,,Configuração,,action,OPERAÇÃO,3 de fevereiro de 2026 14:07,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Automatizar o preenchimento do campo continuidade na ficha de produto,Concluída,,,Criar automação para preencher o campo custom continuidade  com a opção: CONTÍNUO,6 de novembro de 2025 15:24,Julianne Rodrigues,,04/11/2025,,14 de novembro de 2025,Demanda Concluída,,,,,UMD-774,"Julianne Rodrigues, Pedro Murillo",,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Mariana,,Demanda com uMode,,,,,Suporte,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
